CSM Verification Test System v CSM3.0.1a1
Program Start Time = Wed Jan 17 10:58:42 2007

For this computer the number of tics-per-second (CLOCKS_PER_SEC) = 1000000

Start,End, Serial,,,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,In,,Out 1,,,Out 2,,,Out 3,,,Out 4,,,Out 5,,,Out 6,,,Out 7,,,Out 8,,,Out 9,,,Out 10,,,Out 11,,,Out 12,,,Out 13,,,Out 14,,,Out 15,,,Out 16,,,Out 17,,
,Time,Time,Number,Comment,Command Name, 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,Rtn,Dif,P/F,Rtn,Dif,P/F,Rtn,Dif,P/F,Rtn,Dif,P/F,Rtn,Dif,P/F,Rtn,Dif,P/F,Rtn,Dif,P/F,Rtn,Dif,P/F,Rtn,Dif,P/F,Rtn,Dif,P/F,Rtn,Dif,P/F,Rtn,Dif,P/F,Rtn,Dif,P/F,Rtn,Dif,P/F,Rtn,Dif,P/F,Rtn,Dif,P/F,Rtn,Dif,P/F,
30000,30000,1,,vtsRead20ISDFile,data/GHSarNITF20_good.ntf
30000,30000,2,,makeModelListFromISD,Found a Model that matches
30000,30000,3,,getList,ExamplePlugin StubPlugin 
30000,30000,4,,findPlugin,Found
30000,30000,5,,removePlugin,Removed
30000,30000,6,,getPluginName,StubPlugin 
30000,30000,7,,getList,StubPlugin 
30000,30000,8,,getSensorModelName1,STUB_SENSOR_MODEL
30000,30000,9,,canISDBeConvertedToSensorModelState,Possibly Convertable
40000,40000,10,,convertISDToSensorModelState,Converted -  Returned State:  Converted ISD to Sensor Model State
40000,40000,11,,canSensorModelBeConstructedFromState,Possibly Constructable
40000,40000,12,,constructSensorModelFromState,Constructed
40000,40000,13,,constructSensorModelFromISD,Constructed
40000,40000,14,,getUnmodeledCrossCovariance,90.0,91.0,92.0,93.0,-c,9.0,-+,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.000000,0.000000,Pass,9.100000,0.000000,Pass,9.200000,0.000000,Pass,9.300000,0.000000,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
